日期,渠道,区域,品类,用户层级,访问量,订单数,收入,退款订单数,退款金额,营销成本
2024-04-21,付费广告,华北,家居,高价值客,97,5,3460.09,0,0.0,268.35
2025-06-17,内容种草,西南,服饰,活跃客,105,6,2236.7,2,578.2,112.65
2025-04-09,付费广告,华东,家居,高价值客,88,5,2445.62,2,867.64,350.82
2024-05-11,付费广告,华东,办公,高价值客,74,5,2032.08,1,377.05,196.76
2025-03-30,自然搜索,华南,办公,高价值客,101,9,3305.44,0,0.0,40.86
2025-06-04,转介绍,华南,数码,活跃客,67,3,2009.67,0,0.0,36.79
2024-01-04,付费广告,西南,家居,新客,86,1,394.0,1,342.85,237.86
2024-03-12,内容种草,华北,数码,活跃客,45,4,3949.77,0,0.0,46.83
2025-05-22,自然搜索,华东,数码,活跃客,93,7,5248.59,0,0.0,39.15
2024-12-25,内容种草,西南,食品,沉睡唤醒,109,4,404.42,0,0.0,116.42
2024-09-05,自然搜索,华南,家居,新客,83,5,1828.43,0,0.0,32.17
2024-07-29,自然搜索,华北,数码,新客,72,4,2212.24,0,0.0,30.42
2025-01-05,内容种草,华南,办公,新客,61,3,711.11,0,0.0,60.24
2025-02-01,内容种草,华东,办公,新客,70,0,0.0,0,0.0,74.55
2024-10-11,内容种草,华南,服饰,新客,74,1,279.33,0,0.0,83.64
2024-07-10,转介绍,华北,办公,活跃客,47,3,832.62,0,0.0,26.76
2024-12-15,自然搜索,华南,办公,高价值客,120,7,2682.43,0,0.0,51.06
2024-09-07,付费广告,华东,食品,活跃客,90,4,565.5,0,0.0,254.17
2024-12-29,付费广告,华南,数码,活跃客,124,6,4374.97,1,564.36,380.02
2024-02-07,转介绍,华东,家居,活跃客,45,2,772.6,0,0.0,24.56
2024-08-05,转介绍,华南,数码,新客,45,3,2277.38,0,0.0,25.86
2024-08-27,付费广告,华北,数码,沉睡唤醒,106,6,3080.46,0,0.0,322.27
2024-01-07,自然搜索,华北,家居,新客,72,1,323.33,0,0.0,29.99
2024-10-04,付费广告,西南,家居,新客,91,2,1001.28,0,0.0,258.72
2024-01-29,自然搜索,华南,服饰,活跃客,63,10,3100.06,1,259.87,24.41
2025-04-14,付费广告,华南,办公,新客,79,2,462.28,0,0.0,321.69
2025-03-24,付费广告,华东,数码,高价值客,88,3,3399.86,0,0.0,265.99
2024-12-31,付费广告,华东,服饰,新客,141,8,2232.4,0,0.0,369.92
2024-06-03,自然搜索,西南,数码,沉睡唤醒,83,4,2322.26,0,0.0,36.29
2024-01-10,付费广告,华北,服饰,高价值客,90,7,2988.64,0,0.0,253.6
2024-08-08,付费广告,华南,办公,新客,94,2,496.88,1,242.17,260.11
2025-04-23,内容种草,华东,食品,高价值客,86,7,1437.02,0,0.0,94.02
2024-10-22,内容种草,华南,服饰,活跃客,67,2,591.63,1,249.32,65.72
2024-07-25,转介绍,西南,食品,新客,54,3,460.58,0,0.0,31.38
2025-06-13,自然搜索,华东,数码,新客,103,3,1660.39,0,0.0,44.31
2024-01-03,自然搜索,华南,服饰,活跃客,65,2,617.68,0,0.0,26.04
2024-02-08,转介绍,华东,办公,新客,41,1,239.12,0,0.0,22.92
2025-04-30,内容种草,华东,食品,新客,90,4,469.48,0,0.0,92.32
2024-02-20,自然搜索,华东,办公,沉睡唤醒,77,0,0.0,0,0.0,30.88
2024-02-19,付费广告,华北,家居,活跃客,80,3,1118.9,1,318.85,242.24
2025-01-04,付费广告,华南,数码,新客,106,5,2921.25,0,0.0,314.53
2025-04-25,内容种草,华东,服饰,活跃客,102,3,885.22,1,272.88,104.43
2024-10-25,付费广告,华东,数码,新客,84,3,1960.1,0,0.0,257.29
2024-03-19,内容种草,华南,食品,沉睡唤醒,47,1,107.29,0,0.0,45.79
2024-04-24,转介绍,华东,服饰,活跃客,49,5,2292.13,0,0.0,29.1
2024-11-08,转介绍,华东,家居,活跃客,85,6,2188.89,0,0.0,52.87
2024-08-05,自然搜索,华南,数码,新客,77,1,663.69,0,0.0,30.49
2024-04-21,内容种草,华东,办公,活跃客,71,7,1573.11,0,0.0,79.83
2025-06-21,付费广告,华东,办公,新客,105,1,214.21,0,0.0,390.87
2024-02-06,付费广告,华东,家居,活跃客,79,3,1049.98,0,0.0,218.02
2024-02-11,付费广告,华北,数码,新客,69,2,1095.48,0,0.0,204.66
2024-04-09,付费广告,华东,数码,活跃客,61,1,783.47,0,0.0,177.54
2025-04-08,内容种草,华北,数码,活跃客,115,5,3585.35,0,0.0,125.93
2025-05-06,自然搜索,华北,办公,活跃客,94,4,894.07,0,0.0,37.1
2024-04-17,付费广告,华南,家居,新客,87,3,1120.0,0,0.0,242.08
2024-09-12,自然搜索,华东,办公,高价值客,82,5,2267.84,0,0.0,37.03
2024-10-23,内容种草,华北,食品,新客,61,0,0.0,0,0.0,59.55
2024-01-04,付费广告,华东,数码,沉睡唤醒,75,3,1908.81,0,0.0,202.42
2024-05-19,自然搜索,华南,家居,高价值客,76,8,4945.84,0,0.0,31.23
2024-12-12,内容种草,华东,服饰,活跃客,88,7,2178.43,1,275.55,89.3
2024-02-19,内容种草,华北,家居,活跃客,56,3,1117.06,0,0.0,60.25
2025-01-16,自然搜索,华北,数码,高价值客,85,9,8491.22,0,0.0,34.21
2025-05-18,付费广告,华北,食品,活跃客,100,3,424.01,0,0.0,408.95
2025-02-13,自然搜索,华南,办公,活跃客,79,3,801.45,0,0.0,33.04
2025-06-13,自然搜索,华东,食品,新客,83,2,270.6,0,0.0,33.38
2025-05-16,付费广告,西南,办公,沉睡唤醒,104,3,619.62,0,0.0,417.37
2024-03-18,付费广告,华南,家居,新客,72,1,422.28,0,0.0,197.44
2024-05-29,转介绍,西南,食品,高价值客,46,1,218.06,0,0.0,27.28
2025-03-06,内容种草,华东,服饰,活跃客,82,4,1278.29,1,240.26,91.47
2024-12-05,付费广告,华东,数码,新客,133,5,3451.09,0,0.0,365.71
2024-11-04,转介绍,华北,服饰,活跃客,82,5,1568.9,1,280.93,45.85
2024-11-11,自然搜索,华北,家居,活跃客,102,3,1525.11,0,0.0,41.36
2024-12-10,转介绍,华北,食品,活跃客,63,1,131.66,0,0.0,33.73
2025-06-17,内容种草,华南,食品,新客,129,9,1102.16,0,0.0,142.45
2024-07-21,付费广告,西南,食品,新客,84,1,136.62,1,120.49,238.58
2025-02-22,自然搜索,华南,家居,新客,87,7,2447.56,0,0.0,37.54
2024-08-01,付费广告,华南,家居,沉睡唤醒,84,1,335.96,0,0.0,257.69
2024-12-21,自然搜索,华北,食品,活跃客,116,5,846.72,0,0.0,47.66
2025-06-23,付费广告,华南,办公,活跃客,120,4,1209.07,0,0.0,435.55
2025-04-24,自然搜索,华南,服饰,新客,94,4,1071.06,0,0.0,36.6
2024-11-09,内容种草,西南,数码,新客,97,1,583.86,0,0.0,98.42
2025-02-02,自然搜索,西南,家居,新客,88,2,681.25,1,274.28,38.77
2024-08-27,转介绍,华南,服饰,新客,44,1,224.09,1,175.67,26.83
2025-02-07,内容种草,华东,食品,高价值客,67,4,713.42,0,0.0,71.97
2025-03-03,内容种草,华东,服饰,新客,61,5,1119.66,0,0.0,61.53
2025-01-30,付费广告,西南,家居,活跃客,90,9,3290.81,2,688.7,262.23
2024-08-27,付费广告,西南,家居,沉睡唤醒,90,4,1323.25,0,0.0,258.45
2024-02-04,付费广告,华南,家居,活跃客,84,3,1505.99,0,0.0,246.95
2025-05-14,付费广告,华北,食品,高价值客,86,6,1368.34,0,0.0,365.16
2025-03-12,内容种草,西南,服饰,新客,75,3,763.57,0,0.0,83.78
2024-04-07,内容种草,西南,数码,沉睡唤醒,63,2,1230.47,0,0.0,65.66
2024-01-23,付费广告,西南,服饰,活跃客,81,1,289.68,0,0.0,239.45
2025-01-30,转介绍,西南,数码,新客,59,4,2501.6,0,0.0,33.22
2025-06-30,内容种草,华南,办公,沉睡唤醒,129,6,1300.26,0,0.0,133.58
2025-04-02,转介绍,华南,服饰,沉睡唤醒,58,2,527.75,1,211.37,33.4
2025-03-22,自然搜索,华南,数码,高价值客,87,9,10657.18,1,1104.75,39.04
2024-07-02,自然搜索,华东,办公,新客,82,6,1610.09,0,0.0,32.0
2025-04-24,付费广告,华南,办公,新客,97,1,246.15,0,0.0,361.11
2024-09-08,自然搜索,华北,食品,高价值客,78,8,1397.13,1,131.84,34.83
2024-03-27,内容种草,华北,数码,活跃客,64,3,2036.18,0,0.0,69.96
2024-08-29,自然搜索,华东,食品,新客,67,3,414.42,0,0.0,29.83
2025-05-13,付费广告,华南,家居,活跃客,107,6,2094.56,1,267.12,430.35
2025-05-30,自然搜索,华北,家居,新客,83,4,1509.57,0,0.0,32.82
2025-06-23,内容种草,西南,家居,新客,129,9,3361.95,0,0.0,131.62
2024-08-31,付费广告,西南,家居,高价值客,88,12,6143.67,0,0.0,256.87
2024-09-10,付费广告,华南,食品,新客,107,4,459.06,0,0.0,322.95
2024-02-26,内容种草,华东,数码,新客,59,1,621.97,0,0.0,65.37
2024-07-31,转介绍,西南,服饰,活跃客,50,5,1477.43,0,0.0,30.47
2024-07-20,内容种草,华北,家居,活跃客,78,2,667.87,0,0.0,83.37
2025-05-23,内容种草,华北,服饰,高价值客,88,5,2120.24,0,0.0,87.63
2024-01-02,自然搜索,华东,家居,活跃客,74,7,3068.38,0,0.0,33.07
2025-03-10,内容种草,华东,食品,活跃客,63,5,850.34,0,0.0,70.05
2024-04-05,付费广告,华北,办公,新客,85,2,458.2,0,0.0,255.59
2024-11-09,转介绍,华东,家居,新客,70,2,618.62,0,0.0,40.85
2025-02-10,付费广告,华东,数码,活跃客,99,6,5504.31,0,0.0,263.26
2024-03-03,自然搜索,西南,数码,新客,57,2,1082.65,0,0.0,22.11
2024-08-26,付费广告,华东,数码,新客,77,2,1303.74,0,0.0,210.62
2024-10-06,内容种草,华南,食品,沉睡唤醒,68,1,103.38,0,0.0,75.69
2024-01-18,转介绍,华北,家居,新客,39,2,669.61,0,0.0,22.19
2024-10-22,自然搜索,华东,食品,活跃客,82,3,495.41,0,0.0,33.78
2025-02-26,转介绍,华北,数码,新客,59,4,2914.3,1,603.78,32.13
2024-04-22,内容种草,华北,食品,高价值客,74,7,1810.5,0,0.0,80.85
2024-01-29,转介绍,西南,办公,高价值客,49,8,2285.14,0,0.0,27.94
2024-03-08,自然搜索,华北,数码,高价值客,57,5,5492.93,0,0.0,24.87
2025-01-28,自然搜索,华南,食品,沉睡唤醒,83,3,399.98,0,0.0,32.85
2024-06-18,内容种草,华南,数码,高价值客,67,6,6319.06,0,0.0,74.2
2024-06-25,付费广告,华北,服饰,新客,84,3,729.1,0,0.0,229.17
2024-01-18,转介绍,华南,食品,沉睡唤醒,24,2,263.21,0,0.0,14.26
2025-02-10,自然搜索,华东,服饰,新客,83,2,514.78,0,0.0,35.41
2025-01-04,自然搜索,华北,办公,新客,69,4,1053.19,0,0.0,30.48
2025-04-29,付费广告,华北,服饰,新客,89,2,537.94,1,268.94,322.41
2024-05-28,内容种草,华南,家居,活跃客,73,4,1743.27,0,0.0,81.15
2025-04-27,付费广告,华东,食品,沉睡唤醒,100,2,210.09,0,0.0,424.73
2024-01-26,转介绍,华东,数码,新客,34,2,960.68,0,0.0,18.63
2024-05-02,付费广告,华北,家居,沉睡唤醒,76,2,594.86,0,0.0,199.45
2025-01-19,自然搜索,华南,服饰,活跃客,65,7,2254.42,1,279.65,26.32
2025-06-19,付费广告,华东,服饰,活跃客,116,3,1219.25,2,651.36,480.22
2024-06-01,转介绍,西南,服饰,活跃客,55,1,356.09,0,0.0,31.9
2024-09-21,付费广告,华南,食品,沉睡唤醒,82,2,211.19,0,0.0,234.87
2025-05-26,转介绍,华东,数码,活跃客,71,2,1610.3,0,0.0,39.01
2024-05-05,付费广告,西南,服饰,新客,100,1,221.05,0,0.0,270.44
2024-10-13,转介绍,华南,服饰,沉睡唤醒,49,2,530.95,1,205.57,26.59
2025-04-01,付费广告,华北,数码,新客,104,0,0.0,0,0.0,390.96
2024-11-27,自然搜索,华北,家居,新客,116,6,2216.6,1,351.68,51.62
2025-05-08,自然搜索,华南,办公,新客,77,3,506.39,0,0.0,30.77
2024-09-20,付费广告,华南,数码,新客,113,3,1735.42,0,0.0,318.38
2024-12-13,转介绍,华北,服饰,新客,71,3,696.01,1,175.84,44.14
2024-01-13,付费广告,华北,办公,新客,86,0,0.0,0,0.0,261.74
2024-03-24,自然搜索,华东,办公,新客,62,1,152.18,0,0.0,24.6
2025-03-06,自然搜索,西南,家居,活跃客,89,3,1232.91,0,0.0,37.88
2025-01-15,付费广告,华南,办公,活跃客,95,4,1153.86,0,0.0,268.33
2024-01-11,内容种草,华南,服饰,高价值客,66,1,445.33,0,0.0,64.01
2025-06-24,自然搜索,西南,家居,活跃客,89,4,1531.22,0,0.0,37.56
2024-12-21,内容种草,西南,数码,新客,104,5,3778.96,1,668.82,114.27
2024-01-07,付费广告,华南,家居,新客,76,4,1420.64,1,259.11,212.21
2025-05-24,自然搜索,西南,数码,活跃客,91,8,5378.28,0,0.0,37.39
2024-07-12,内容种草,华北,家居,沉睡唤醒,52,1,323.63,0,0.0,51.1
2025-02-02,自然搜索,华东,家居,活跃客,89,4,1451.29,0,0.0,39.61
2024-04-16,内容种草,华南,服饰,活跃客,57,5,1604.4,2,528.86,60.32
2024-05-13,内容种草,华北,办公,新客,57,1,235.08,0,0.0,63.3
2024-08-06,内容种草,华南,家居,沉睡唤醒,64,2,587.91,0,0.0,70.86
2024-11-08,自然搜索,华南,数码,新客,111,6,3853.57,0,0.0,46.58
2024-12-25,自然搜索,华东,数码,活跃客,102,5,3838.3,0,0.0,44.59
2024-06-23,付费广告,华东,办公,高价值客,94,7,2644.12,0,0.0,285.15
2024-10-29,自然搜索,华南,办公,沉睡唤醒,72,3,508.16,0,0.0,27.94
2025-06-12,付费广告,华东,家居,活跃客,115,4,1698.08,1,341.99,455.47
2025-04-30,付费广告,华东,家居,活跃客,86,4,1571.61,0,0.0,355.19
2025-02-06,转介绍,华南,服饰,新客,49,1,298.2,0,0.0,29.12
2024-05-26,转介绍,西南,数码,新客,50,1,710.25,0,0.0,29.04
2024-08-09,自然搜索,华东,食品,新客,61,2,261.43,1,96.54,24.88
2024-12-24,内容种草,华东,食品,高价值客,111,7,1310.93,1,174.08,120.23
2024-06-12,内容种草,华东,办公,新客,83,0,0.0,0,0.0,90.48
2024-08-19,自然搜索,西南,家居,活跃客,72,4,1788.51,0,0.0,32.48
2024-12-25,内容种草,华南,食品,新客,95,1,113.7,0,0.0,100.97
2024-01-19,内容种草,西南,办公,高价值客,67,5,1602.13,0,0.0,72.6
2024-12-07,自然搜索,西南,服饰,活跃客,126,1,267.85,0,0.0,52.59
2024-01-05,自然搜索,华南,服饰,新客,69,3,918.55,0,0.0,27.43
2025-04-02,内容种草,华东,数码,活跃客,80,1,663.61,0,0.0,86.95
2025-06-19,内容种草,华南,食品,沉睡唤醒,97,2,228.01,0,0.0,104.54
2024-09-06,转介绍,西南,数码,新客,52,2,1261.29,1,527.34,32.23
2024-05-18,内容种草,华东,办公,高价值客,63,5,1815.33,0,0.0,65.43
2024-01-07,内容种草,华南,办公,高价值客,54,2,564.15,0,0.0,59.02
2024-10-30,自然搜索,华南,服饰,高价值客,70,4,1580.81,0,0.0,30.32
2025-06-10,付费广告,西南,家居,活跃客,106,3,1352.07,0,0.0,435.91
2024-07-04,自然搜索,华南,家居,活跃客,68,6,2478.19,0,0.0,28.61
2024-03-09,转介绍,华北,家居,活跃客,53,3,1245.25,1,351.34,31.12
2025-05-31,转介绍,华东,服饰,活跃客,56,5,1290.66,0,0.0,32.07
2025-06-17,内容种草,华南,家居,新客,102,6,1683.88,0,0.0,114.86
2025-02-24,自然搜索,华东,家居,新客,86,3,1280.36,0,0.0,35.76
2024-12-25,转介绍,华南,服饰,高价值客,78,10,4679.43,4,1353.43,42.11
2025-02-08,内容种草,华南,食品,新客,74,2,218.58,0,0.0,75.65
2024-04-29,转介绍,华南,办公,新客,36,0,0.0,0,0.0,22.0
2024-01-16,内容种草,华北,家居,活跃客,57,3,1105.88,0,0.0,57.15
2024-07-29,转介绍,华南,家居,新客,46,1,381.85,0,0.0,26.72
2024-11-21,自然搜索,华北,服饰,新客,109,3,842.03,0,0.0,43.54
2024-01-01,自然搜索,华东,服饰,新客,59,2,486.02,0,0.0,22.86
2025-05-11,付费广告,华北,数码,高价值客,107,3,3471.31,1,1102.95,417.8
2024-03-05,自然搜索,华东,服饰,新客,70,2,378.83,0,0.0,27.08
2024-08-04,付费广告,华南,家居,新客,84,4,1550.43,0,0.0,224.69
2024-08-20,付费广告,华北,食品,高价值客,73,9,1955.48,1,176.34,223.29
2024-10-06,转介绍,华东,办公,新客,37,1,272.14,0,0.0,22.18
2024-05-20,内容种草,华南,数码,活跃客,59,4,2365.64,1,483.76,57.44
2024-11-17,付费广告,华东,数码,新客,114,8,5439.01,0,0.0,313.21
2025-01-20,自然搜索,华东,家居,新客,81,3,1186.33,0,0.0,31.41
2024-11-03,付费广告,华北,数码,高价值客,146,12,12978.22,0,0.0,386.21
2024-07-19,内容种草,华北,家居,新客,64,2,606.36,0,0.0,65.46
2024-11-15,付费广告,华南,家居,活跃客,151,7,2785.55,0,0.0,425.86
2024-11-20,转介绍,西南,服饰,新客,71,2,513.65,0,0.0,41.23
2024-09-16,付费广告,华东,数码,高价值客,99,8,7056.43,2,1322.26,285.65
2024-05-15,转介绍,华南,服饰,新客,37,1,279.14,0,0.0,20.9
2024-05-05,付费广告,华南,家居,新客,89,1,337.4,0,0.0,272.35
2024-07-16,付费广告,华东,家居,活跃客,92,10,4321.6,0,0.0,272.44
2025-01-19,内容种草,西南,家居,新客,71,2,649.51,0,0.0,70.34
2024-09-07,内容种草,华北,数码,活跃客,79,4,3067.48,0,0.0,84.68
2024-08-31,自然搜索,华南,食品,活跃客,85,5,789.11,0,0.0,37.66
2025-03-23,内容种草,华北,数码,活跃客,69,2,1554.98,0,0.0,73.58
2024-11-30,转介绍,华北,食品,高价值客,67,7,1671.7,0,0.0,36.08
2024-03-03,自然搜索,西南,食品,新客,89,1,132.62,0,0.0,37.74
2024-11-27,付费广告,华南,家居,高价值客,129,10,5793.62,1,468.87,371.22
2024-01-05,转介绍,华北,食品,活跃客,43,2,314.49,0,0.0,26.11
2024-04-07,转介绍,华东,家居,活跃客,58,7,3481.74,2,807.23,33.03
2025-06-22,自然搜索,华南,食品,高价值客,95,12,2733.62,0,0.0,37.92
2024-10-08,转介绍,西南,办公,沉睡唤醒,62,2,489.31,0,0.0,36.83
2024-02-18,转介绍,华北,办公,活跃客,44,3,801.8,0,0.0,26.96
2024-04-25,付费广告,华东,家居,活跃客,89,3,1429.35,0,0.0,250.64
2024-05-08,自然搜索,华东,家居,新客,72,6,1844.28,1,296.61,31.95
2025-04-17,付费广告,华东,办公,新客,93,3,772.22,0,0.0,378.48
2024-07-04,付费广告,西南,办公,高价值客,100,3,795.94,0,0.0,296.03
2025-02-20,内容种草,华东,办公,沉睡唤醒,80,2,368.16,0,0.0,90.48
2024-09-02,自然搜索,华东,数码,新客,83,2,1130.89,0,0.0,36.54
2025-03-25,付费广告,华北,数码,新客,95,4,3293.09,0,0.0,259.7
2025-03-27,自然搜索,华南,服饰,新客,74,2,561.01,0,0.0,29.21
2025-05-27,自然搜索,华东,服饰,沉睡唤醒,89,1,250.67,0,0.0,39.32
2024-02-12,付费广告,华东,食品,高价值客,90,7,1970.93,1,269.46,257.05
2024-04-27,转介绍,华东,服饰,新客,48,3,775.12,0,0.0,25.88
2025-01-16,内容种草,华北,家居,活跃客,70,5,1810.6,2,644.3,74.11
2024-06-23,付费广告,华北,家居,高价值客,100,8,5121.77,0,0.0,265.97
2024-03-19,自然搜索,西南,服饰,沉睡唤醒,63,1,242.8,0,0.0,26.6
2025-04-26,自然搜索,华东,办公,活跃客,90,5,1534.3,1,300.64,37.94
2024-07-24,自然搜索,华东,家居,沉睡唤醒,80,7,2481.15,0,0.0,34.04
2024-04-23,内容种草,西南,家居,活跃客,58,1,309.29,0,0.0,58.76
2024-11-27,内容种草,西南,家居,活跃客,97,3,1279.1,0,0.0,97.99
2024-09-18,自然搜索,华南,服饰,高价值客,83,8,3436.77,0,0.0,36.53
2024-08-12,自然搜索,华南,服饰,活跃客,69,3,990.65,0,0.0,29.12
2024-10-22,自然搜索,华东,办公,活跃客,80,1,238.24,0,0.0,34.43
2025-02-17,内容种草,华北,家居,活跃客,66,5,2274.01,1,445.51,68.49
2024-07-06,付费广告,西南,家居,沉睡唤醒,91,2,619.92,0,0.0,254.65
2025-03-02,自然搜索,华北,服饰,高价值客,82,4,2057.43,0,0.0,36.21
2024-05-12,付费广告,华南,服饰,新客,100,3,706.42,0,0.0,264.51
2025-06-14,转介绍,华南,食品,高价值客,74,8,1823.55,0,0.0,44.4
2025-01-04,内容种草,华东,服饰,活跃客,71,4,1235.27,0,0.0,69.52
2024-05-15,转介绍,华东,数码,新客,28,2,1201.88,1,493.84,17.02
2025-04-07,自然搜索,华南,办公,新客,87,3,852.3,0,0.0,39.46
2024-07-16,付费广告,西南,服饰,高价值客,77,2,821.89,0,0.0,213.16
2024-04-30,付费广告,华北,数码,新客,88,2,1025.83,0,0.0,243.89
2024-10-20,内容种草,华东,服饰,新客,68,1,247.37,0,0.0,70.1
2024-10-01,付费广告,华东,家居,新客,86,2,648.65,0,0.0,236.07
2025-04-07,转介绍,华南,办公,高价值客,60,6,2135.41,0,0.0,35.19
2024-06-16,自然搜索,华北,数码,活跃客,72,1,789.43,0,0.0,29.05
2024-06-04,转介绍,华南,办公,新客,43,1,259.95,0,0.0,26.1
2024-06-30,转介绍,华南,数码,活跃客,55,2,1153.31,0,0.0,33.95
2024-12-23,内容种草,华南,办公,活跃客,105,7,1615.42,0,0.0,118.83
2024-12-21,自然搜索,华北,办公,沉睡唤醒,125,6,1363.43,0,0.0,52.8
2024-09-09,内容种草,华北,家居,活跃客,65,4,1515.14,0,0.0,73.65
2024-08-16,转介绍,华东,办公,新客,54,5,1254.31,1,194.04,29.12
2025-01-10,自然搜索,华北,食品,活跃客,84,4,548.18,0,0.0,36.36
2024-10-31,转介绍,华南,办公,新客,56,2,485.18,0,0.0,32.73
2024-05-22,付费广告,西南,服饰,沉睡唤醒,104,3,737.46,1,220.33,316.88
2024-02-02,付费广告,华东,办公,新客,91,4,988.65,0,0.0,258.15
2024-05-29,付费广告,华南,办公,新客,89,6,1379.12,1,199.07,252.33
2024-02-01,付费广告,西南,办公,沉睡唤醒,85,4,916.99,1,167.45,245.85
2024-04-13,自然搜索,华南,数码,新客,64,1,440.05,0,0.0,27.08
2025-01-05,内容种草,西南,食品,活跃客,78,3,498.05,0,0.0,83.36
2024-01-01,转介绍,华东,办公,活跃客,40,2,594.62,0,0.0,23.94
2024-09-04,付费广告,华南,数码,新客,91,7,4163.24,1,435.72,238.66
2024-04-07,自然搜索,华南,数码,活跃客,72,4,2381.53,0,0.0,29.32
2025-04-02,付费广告,华北,食品,活跃客,100,6,931.82,0,0.0,392.0
2025-01-22,自然搜索,华东,家居,沉睡唤醒,98,3,809.07,1,228.38,39.0
2024-10-08,付费广告,西南,数码,新客,88,1,468.96,0,0.0,253.81
2024-11-25,内容种草,华东,数码,活跃客,89,5,4423.18,0,0.0,94.14
2024-07-19,自然搜索,华东,服饰,活跃客,66,5,1527.8,0,0.0,27.09
2025-01-02,付费广告,华北,服饰,新客,74,2,548.02,0,0.0,219.73
2024-06-05,付费广告,华东,家居,活跃客,110,3,973.23,0,0.0,296.05
2025-01-21,自然搜索,华南,办公,新客,82,4,943.51,0,0.0,34.8
2025-01-31,付费广告,西南,食品,高价值客,95,5,1124.02,1,184.33,276.1
2025-01-30,自然搜索,华东,服饰,沉睡唤醒,83,4,772.78,0,0.0,33.84
2025-01-20,自然搜索,华东,办公,活跃客,85,2,599.92,0,0.0,36.76
2024-05-19,自然搜索,华东,办公,活跃客,73,2,544.67,0,0.0,31.04
2024-12-23,内容种草,华南,办公,新客,96,7,1329.55,0,0.0,93.09
2025-03-20,自然搜索,华北,服饰,活跃客,79,2,648.82,0,0.0,31.72
2025-05-21,付费广告,华南,食品,新客,92,3,390.39,0,0.0,385.79
2025-04-14,自然搜索,华北,食品,新客,100,5,654.76,0,0.0,42.54
2024-11-08,自然搜索,华南,家居,新客,109,4,1365.91,2,500.0,43.01
2024-01-31,自然搜索,华南,家居,活跃客,60,1,453.47,0,0.0,25.38
2024-01-20,自然搜索,华北,食品,沉睡唤醒,62,3,424.85,0,0.0,27.74
2024-02-13,付费广告,华南,食品,新客,85,6,795.3,0,0.0,228.93
2024-03-19,自然搜索,华南,办公,活跃客,53,2,421.27,0,0.0,21.01
2024-10-07,付费广告,华北,数码,活跃客,86,8,5779.0,1,523.42,238.32
2025-06-28,付费广告,华北,家居,活跃客,91,6,2268.32,0,0.0,382.09
2025-04-22,付费广告,华东,数码,新客,98,1,726.14,0,0.0,356.83
2024-06-18,自然搜索,华东,食品,活跃客,74,2,271.85,0,0.0,33.36
2025-02-02,内容种草,华南,数码,活跃客,65,2,1563.52,0,0.0,62.99
2025-03-09,转介绍,华南,食品,新客,52,2,286.43,0,0.0,29.35
2024-09-19,付费广告,西南,数码,活跃客,91,8,5234.3,2,1188.01,260.62
2024-07-24,自然搜索,华北,数码,沉睡唤醒,75,3,1630.04,0,0.0,30.44
2024-01-13,转介绍,华北,食品,活跃客,36,2,253.62,0,0.0,20.67
2025-04-11,自然搜索,华南,服饰,沉睡唤醒,79,3,801.08,0,0.0,31.2
2024-08-24,自然搜索,西南,家居,高价值客,77,6,2884.24,0,0.0,30.11
2025-04-04,自然搜索,华东,办公,活跃客,88,11,2667.02,0,0.0,34.44
2024-03-20,付费广告,华东,数码,活跃客,79,8,5092.03,0,0.0,236.89
2025-06-03,内容种草,华东,数码,活跃客,97,10,10383.66,0,0.0,97.69
2025-02-19,付费广告,华东,家居,活跃客,90,4,1491.47,0,0.0,258.02
2024-04-25,付费广告,华南,办公,新客,88,1,237.47,0,0.0,248.59
2024-05-27,付费广告,华南,食品,新客,89,7,885.2,1,111.78,269.28
2024-09-11,内容种草,华东,家居,新客,77,4,1345.12,0,0.0,86.56
2024-01-28,自然搜索,西南,家居,新客,68,4,1061.43,1,224.01,28.55
2024-03-06,转介绍,华南,服饰,沉睡唤醒,34,1,262.49,0,0.0,21.16
2025-04-05,付费广告,华南,服饰,新客,84,0,0.0,0,0.0,309.66
2024-08-27,内容种草,华东,服饰,高价值客,65,2,1175.7,0,0.0,67.66
2024-12-24,内容种草,华北,家居,新客,110,1,440.88,0,0.0,116.28
2024-04-25,转介绍,华东,食品,新客,42,1,119.69,0,0.0,24.02
2025-02-14,自然搜索,华南,食品,新客,94,4,514.52,0,0.0,37.15
2024-06-05,内容种草,华东,食品,活跃客,89,3,492.25,0,0.0,90.07
2024-11-20,自然搜索,西南,数码,沉睡唤醒,116,4,2360.87,1,554.77,50.63
2024-08-27,转介绍,西南,家居,活跃客,62,9,3077.87,0,0.0,35.34
2025-06-15,付费广告,华东,食品,活跃客,108,3,464.49,0,0.0,431.95
2025-03-05,转介绍,华南,办公,活跃客,46,3,644.4,0,0.0,27.77
2024-02-29,自然搜索,华东,家居,新客,62,2,496.85,0,0.0,26.79
2025-01-12,自然搜索,华东,办公,活跃客,76,5,1320.74,0,0.0,30.8
2025-04-26,付费广告,华北,食品,活跃客,89,4,580.31,0,0.0,356.93
2024-03-14,自然搜索,华东,家居,高价值客,62,6,3935.4,1,572.88,24.29
2024-04-07,付费广告,西南,家居,新客,84,4,1704.48,0,0.0,246.56
2024-07-22,转介绍,华北,办公,新客,51,4,896.15,0,0.0,29.93
2025-04-21,付费广告,华东,数码,新客,89,6,3267.16,0,0.0,342.48
